Customer_ID,Customer_Name,Market,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
RB-19360,Raymond Buch,LATAM,"Cisco Smart Phone, Full Size","SanDisk Router, Bluetooth","Deflect-O Light Bulb, Black","Accos Paper Clips, Metal","Stockwell Clamps, Assorted Sizes"
RB-19360,Raymond Buch,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Revere Boxed Rubber Bands by Revere,"Global Value Steno Chair, Gray","Bevis Oval Conference Table, Walnut",Xerox 1959
RB-19435,Richard Bierner,APAC,"Harbour Creations Chairmat, Red","SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Ames Peel and Seal, Recycled"
RB-19435,Richard Bierner,EU,"Eldon Lockers, Blue","Ibico Binding Machine, Recycled","Binney & Smith Pencil Sharpener, Water Color","Deflect-O Frame, Durable","Xerox Message Books, 8.5 x 11"
RB-19435,Richard Bierner,LATAM,"Rubbermaid Frame, Black","Stockwell Clamps, Assorted Sizes","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal"
RB-19435,Richard Bierner,US,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Adjustable Depth Letter/Legal Cart,Fellowes PB200 Plastic Comb Binding Machine,DMI Eclipse Executive Suite Bookcases,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
RB-19465,Rick Bensley,APAC,"Enermax Mouse, Bluetooth","SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Wilson Jones Binder, Durable","Novimex Chairmat, Set of Two"
RB-19465,Rick Bensley,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Binney & Smith Sketch Pad, Blue","Enermax Mouse, Erganomic"
RB-19465,Rick Bensley,LATAM,"Hon Color Coded Labels, Laser Printer Compatible","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes"
RB-19465,Rick Bensley,US,Fellowes PB200 Plastic Comb Binding Machine,Revere Boxed Rubber Bands by Revere,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Xerox 1959,"Bevis Oval Conference Table, Walnut"
RB-19570,Rob Beeghly,APAC,"Kleencut Shears, Steel","HP Fax and Copier, Digital","Xerox Parchment Paper, Multicolor","Konica Receipt Printer, Durable","Green Bar Memo Slips, Premium"
RB-19570,Rob Beeghly,EU,"Canon Personal Copier, High-Speed","Cardinal Binder Covers, Economy","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Eldon Shelving, Single Width"
RB-19570,Rob Beeghly,LATAM,"Novimex Legal Exhibit Labels, 5000 Label Set","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes","Cardinal Binder, Recycled"
RB-19570,Rob Beeghly,US,Revere Boxed Rubber Bands by Revere,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Staples,"Bevis Oval Conference Table, Walnut",Square Credit Card Reader
RB-19645,Robert Barroso,APAC,"SAFCO Steel Folding Chair, Red","Jiffy Business Envelopes, Recycled","Fiskars Scissors, Steel","Acco Index Tab, Clear","Hon File Folder Labels, Adjustable"
RB-19645,Robert Barroso,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Eldon Lockers, Blue","Enermax Parchment Paper, Multicolor","Eldon File Cart, Blue"
RB-19645,Robert Barroso,LATAM,"Accos Paper Clips, Metal","Stockwell Clamps, Assorted Sizes","Stockwell Paper Clips, Bulk Pack","SanDisk Router, Programmable","Cardinal Binder, Recycled"
RB-19645,Robert Barroso,US,Staples,"Iceberg OfficeWorks 42"" Round Tables",Xerox 1959,GBC Recycled VeloBinder Covers,Xerox 209
RB-19705,Roger Barcio,APAC,"SAFCO Steel Folding Chair, Red","Apple Smart Phone, Full Size","Samsung Speaker Phone, with Caller ID","Fiskars Scissors, Steel","Ibico Binder Covers, Recycled"
RB-19705,Roger Barcio,EU,"BIC Canvas, Blue","Cardinal Binder Covers, Economy","Stiletto Letter Opener, Easy Grip","Xerox Note Cards, Premium","Cisco Office Telephone, Full Size"
RB-19705,Roger Barcio,LATAM,"Nokia Signal Booster, VoIP","Accos Paper Clips, Metal","Eldon Lockers, Single Width","OIC Paper Clips, Assorted Sizes","Smead File Folder Labels, 5000 Label Set"
RB-19705,Roger Barcio,US,Staples,OtterBox Commuter Series Case - Samsung Galaxy S4,Revere Boxed Rubber Bands by Revere,OIC Binder Clips,Hon Rectangular Conference Tables
RB-19795,Ross Baird,APAC,"SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Tenex Box, Industrial","Green Bar Message Books, 8.5 x 11","Ibico Binder Covers, Recycled"
RB-19795,Ross Baird,EU,"Eldon File Cart, Single Width","Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Enermax Mouse, Erganomic"
RB-19795,Ross Baird,LATAM,"Nokia Signal Booster, VoIP","Samsung Smart Phone, Cordless","OIC Paper Clips, Assorted Sizes","Stockwell Clamps, Assorted Sizes","Stockwell Paper Clips, Bulk Pack"
RB-19795,Ross Baird,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,"Global Value Steno Chair, Gray",Revere Boxed Rubber Bands by Revere,"Bevis Oval Conference Table, Walnut","Iceberg OfficeWorks 42"" Round Tables"
RB-9330,Randy Bradley,Africa,"Wilson Jones Index Tab, Clear","Stockwell Clamps, Bulk Pack","Sanford Canvas, Fluorescent","HP Ink, Laser","Okidata Inkjet, Durable"
RB-9330,Randy Bradley,EMEA,"Logitech Router, Erganomic","Eldon Box, Single Width","Avery Binding Machine, Economy","Boston Pens, Water Color","Sanford Highlighters, Water Color"
RB-9360,Raymond Buch,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
RB-9360,Raymond Buch,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","Stiletto Trimmer, Steel","SanDisk Keyboard, Programmable"
RB-9435,Richard Bierner,Africa,"Hoover Microwave, White","Elite Ruler, Serrated","Eldon Shelving, Blue","Binney & Smith Markers, Easy-Erase","Cardinal Binding Machine, Economy"
RB-9435,Richard Bierner,EMEA,"Rogers Trays, Wire Frame","SAFCO Executive Leather Armchair, Adjustable","Acco Binder Covers, Clear","Tenex File Cart, Single Width","Stanley Sketch Pad, Easy-Erase"
RB-9465,Rick Bensley,Africa,"Sharp Personal Copier, Color","Stanley Markers, Easy-Erase","Nokia Speaker Phone, Cordless","Boston Markers, Easy-Erase","SAFCO Executive Leather Armchair, Red"
RB-9465,Rick Bensley,EMEA,"Rubbermaid Stacking Tray, Black","Rogers Trays, Wire Frame","SAFCO Executive Leather Armchair, Adjustable","Acco Binder Covers, Clear","Smead Lockers, Industrial"
RB-9570,Rob Beeghly,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless","Ibico Binding Machine, Recycled"
RB-9570,Rob Beeghly,EMEA,"Eldon Photo Frame, Erganomic","Konica Phone, Durable","Rogers Trays, Wire Frame","Sanford Sketch Pad, Fluorescent","Smead Folders, Blue"
RB-9645,Robert Barroso,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
RB-9645,Robert Barroso,EMEA,"Sanford Sketch Pad, Water Color","Sharp Fax Machine, Color","Konica Phone, Wireless","Harbour Creations Removable Labels, Adjustable","Belkin Flash Drive, Programmable"
RB-9705,Roger Barcio,Africa,"Panasonic Receipt Printer, Wireless","Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Harbour Creations Chairmat, Adjustable","Office Star Swivel Stool, Set of Two"
RB-9705,Roger Barcio,Canada,"Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set","Binney & Smith Pencil Sharpener, Easy-Erase","Cardinal Binder Covers, Recycled","Sanford Canvas, Fluorescent"
RB-9705,Roger Barcio,EMEA,"Bush Corner Shelving, Mobile","Hewlett Copy Machine, Color","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Recycled"
RB-9795,Ross Baird,Africa,"StarTech Card Printer, Wireless","Stanley Canvas, Blue","Hon File Folder Labels, Laser Printer Compatible","Hewlett Ink, Color","Enermax Numeric Keypad, USB"
RB-9795,Ross Baird,EMEA,"Advantus Door Stop, Erganomic","SanDisk Flash Drive, Bluetooth","Wilson Jones Binder Covers, Clear","Binney & Smith Pencil Sharpener, Water Color","Kleencut Box Cutter, High Speed"
RC-19825,Roy Collins,APAC,"Green Bar Memo Slips, Premium","SAFCO Steel Folding Chair, Red","Tenex Light Bulb, Durable","Ibico Binder Covers, Recycled","Fiskars Scissors, Steel"
RC-19825,Roy Collins,EU,"Memorex Router, Bluetooth","Stanley Pencil Sharpener, Fluorescent","Canon Personal Copier, High-Speed","Binney & Smith Highlighters, Water Color","Acco 3-Hole Punch, Durable"
RC-19825,Roy Collins,LATAM,"Nokia Signal Booster, VoIP","Stockwell Paper Clips, Bulk Pack","Avery 3-Hole Punch, Recycled","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile"
RC-19825,Roy Collins,US,Staples,Stockwell Push Pins,Xerox 209,Xerox 1991,Safco Industrial Wire Shelving System
RC-19960,Ryan Crowe,APAC,"SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Green Bar Message Books, 8.5 x 11","Ibico Binder Covers, Recycled","Harbour Creations Removable Labels, Adjustable"
RC-19960,Ryan Crowe,EU,"Cardinal Binder Covers, Economy","Acco 3-Hole Punch, Durable","Cardinal Binding Machine, Economy","Binney & Smith Canvas, Easy-Erase","Hon Swivel Stool, Set of Two"
RC-19960,Ryan Crowe,LATAM,"Nokia Signal Booster, VoIP","Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal","Avery 3-Hole Punch, Recycled","OIC Paper Clips, Assorted Sizes"
RC-19960,Ryan Crowe,US,Revere Boxed Rubber Bands by Revere,GBC Recycled VeloBinder Covers,Xerox 1959,White Computer Printout Paper by Universal,"Bevis Oval Conference Table, Walnut"
RC-9825,Roy Collins,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
RC-9960,Ryan Crowe,Africa,"Eldon Shelving, Industrial","StarTech Card Printer, Wireless","Boston Markers, Easy-Erase","Boston Pencil Sharpener, Easy-Erase","Tenex Folders, Single Width"
RC-9960,Ryan Crowe,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","Stiletto Trimmer, Steel","Stanley Sketch Pad, Fluorescent"
RD-19480,Rick Duston,APAC,"Nokia Headset, with Caller ID","Smead Folders, Blue","Wilson Jones Binder, Durable","Samsung Office Telephone, Full Size","Hon Swivel Stool, Black"
RD-19480,Rick Duston,EU,"Eldon File Cart, Single Width","Memorex Router, Bluetooth","Canon Personal Copier, High-Speed","Rogers Shelving, Blue","Binney & Smith Highlighters, Water Color"
RD-19480,Rick Duston,LATAM,"Ibico Hole Reinforcements, Recycled","Accos Paper Clips, Metal","Tenex Clock, Duo Pack","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes"
RD-19480,Rick Duston,US,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Staples,Revere Boxed Rubber Bands by Revere,Xerox 1943,GBC DocuBind TL200 Manual Binding Machine
RD-19585,Rob Dowd,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Kraft Business Envelopes, Set of 50","SanDisk Memory Card, USB"
RD-19585,Rob Dowd,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase"
RD-19585,Rob Dowd,LATAM,"Elite Trimmer, Easy Grip","Office Star Bag Chairs, Set of Two","Samsung Smart Phone, VoIP","Novimex Rocking Chair, Adjustable","Enermax Flash Drive, Bluetooth"
RD-19585,Rob Dowd,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Revere Boxed Rubber Bands by Revere,"Global Value Steno Chair, Gray",Xerox 1959,Staples
RD-19660,Robert Dilbeck,APAC,"Logitech Flash Drive, USB","Harbour Creations Rocking Chair, Set of Two","SAFCO Steel Folding Chair, Red","Avery 3-Hole Punch, Recycled","Sharp Personal Copier, Digital"
RD-19660,Robert Dilbeck,EU,"Eldon File Cart, Single Width","Acco Binder, Recycled","Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Tenex Lockers, Industrial"
RD-19660,Robert Dilbeck,LATAM,"Stockwell Paper Clips, Bulk Pack","Smead Lockers, Industrial","Cardinal Binding Machine, Recycled","Accos Paper Clips, Metal","Harbour Creations Bag Chairs, Red"
RD-19660,Robert Dilbeck,US,Xerox 1959,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,GBC Recycled VeloBinder Covers,GBC DocuBind TL200 Manual Binding Machine,Xerox 1996
RD-19720,Roger Demir,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Kraft Business Envelopes, Set of 50","SanDisk Memory Card, USB"
RD-19720,Roger Demir,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP","Ibico Hole Reinforcements, Durable","Logitech Keyboard, Programmable"
RD-19720,Roger Demir,LATAM,"Nokia Signal Booster, VoIP","Stockwell Paper Clips, Bulk Pack","Avery 3-Hole Punch, Recycled","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile"
RD-19720,Roger Demir,US,Revere Boxed Rubber Bands by Revere,Xerox 1943,Xerox 1959,GBC Recycled VeloBinder Covers,White Computer Printout Paper by Universal
RD-19810,Ross DeVincentis,APAC,"Fiskars Scissors, Steel","SAFCO Steel Folding Chair, Red","Novimex Rocking Chair, Set of Two","Tenex File Cart, Single Width","Ibico Binder Covers, Recycled"
RD-19810,Ross DeVincentis,EU,"Canon Personal Copier, High-Speed","Binney & Smith Canvas, Easy-Erase","Motorola Audio Dock, VoIP","Eldon File Cart, Single Width","Rogers Trays, Single Width"
RD-19810,Ross DeVincentis,LATAM,"Smead Box, Blue","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes"
RD-19810,Ross DeVincentis,US,Fellowes PB200 Plastic Comb Binding Machine,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Mophie Juice Pack Helium for iPhone,Hon Non-Folding Utility Tables,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
RD-19900,Ruben Dartt,APAC,"Wilson Jones Index Tab, Recycled","SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Avery Index Tab, Clear"
RD-19900,Ruben Dartt,EU,"SAFCO Executive Leather Armchair, Black","Advantus Light Bulb, Durable","Advantus Rubber Bands, Assorted Sizes","Acco Hole Reinforcements, Durable","Cardinal Binder Covers, Durable"
RD-19900,Ruben Dartt,LATAM,"Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Clamps, Assorted Sizes","Cardinal Binder, Recycled","Cisco Smart Phone, Full Size"
RD-19900,Ruben Dartt,US,Fellowes PB200 Plastic Comb Binding Machine,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Mophie Juice Pack Helium for iPhone,Hon Non-Folding Utility Tables,Xerox 1959
RD-19930,Russell D'Ascenzo,APAC,"SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Tenex Box, Industrial","Fiskars Scissors, Steel","GlobeWeis Mailers, Security-Tint"
RD-19930,Russell D'Ascenzo,EU,"Cardinal Binder Covers, Economy","OIC Clamps, Bulk Pack","Acco Hole Reinforcements, Economy","Binney & Smith Canvas, Easy-Erase","Enermax Mouse, Erganomic"
RD-19930,Russell D'Ascenzo,LATAM,"Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Clamps, Assorted Sizes","Cardinal Binder, Recycled"
RD-19930,Russell D'Ascenzo,US,Staples,Revere Boxed Rubber Bands by Revere,"Contract Clock, 14"", Brown",Mitel MiVoice 5330e IP Phone,Xerox 1959
RD-9480,Rick Duston,Africa,"Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Boston Markers, Easy-Erase","Novimex Legal Exhibit Labels, Laser Printer Compatible","Ibico Binding Machine, Recycled"
RD-9480,Rick Duston,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
RD-9480,Rick Duston,EMEA,"Rogers Trays, Wire Frame","Boston Markers, Fluorescent","Acco Binder Covers, Clear","Avery Hole Reinforcements, Recycled","Nokia Speaker Phone, VoIP"
RD-9585,Rob Dowd,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
RD-9585,Rob Dowd,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
RD-9660,Robert Dilbeck,Africa,"Nokia Speaker Phone, Cordless","Boston Markers, Easy-Erase","StarTech Card Printer, Wireless","Stanley Pencil Sharpener, Water Color","Ames Interoffice Envelope, with clear poly window"
RD-9660,Robert Dilbeck,Canada,"Harbour Creations Bag Chairs, Red","Apple Speaker Phone, with Caller ID","Fellowes File Cart, Industrial","Binney & Smith Pencil Sharpener, Easy-Erase","Harbour Creations Legal Exhibit Labels, 5000 Label Set"
RD-9660,Robert Dilbeck,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Fluorescent","Eldon Clock, Durable","Motorola Smart Phone, Cordless"
RD-9720,Roger Demir,Africa,"Ibico Hole Reinforcements, Recycled","Hewlett Ink, Laser","Boston Markers, Easy-Erase","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
RD-9720,Roger Demir,EMEA,"Sauder Corner Shelving, Mobile","Rogers Trays, Industrial","Stanley Markers, Fluorescent","Nokia Headset, with Caller ID","Rogers Trays, Wire Frame"
RD-9810,Ross DeVincentis,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
RD-9810,Ross DeVincentis,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless","Smead Box, Single Width"
RD-9900,Ruben Dartt,Africa,"Cardinal Binder Covers, Recycled","Bush Corner Shelving, Metal","Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Index Tab, Clear"
RD-9900,Ruben Dartt,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
RD-9930,Russell D'Ascenzo,Africa,"Eaton Message Books, Recycled","Harbour Creations Chairmat, Black","Nokia Speaker Phone, Cordless","Binney & Smith Highlighters, Fluorescent","Okidata Receipt Printer, Wireless"
RD-9930,Russell D'Ascenzo,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Smead Round Labels, Laser Printer Compatible","Eldon Clock, Durable","Konica Receipt Printer, Wireless"
RE-19405,Ricardo Emerson,APAC,"SAFCO Steel Folding Chair, Red","Wilson Jones Binder, Durable","Tenex Box, Industrial","Novimex Chairmat, Set of Two","BIC Pens, Water Color"
RE-19405,Ricardo Emerson,EU,"Rogers File Cart, Single Width","SAFCO Executive Leather Armchair, Black","Binney & Smith Canvas, Easy-Erase","Acco Hole Reinforcements, Economy","Cardinal Binder Covers, Economy"
RE-19405,Ricardo Emerson,LATAM,"Nokia Signal Booster, VoIP","Stockwell Paper Clips, Bulk Pack","Avery 3-Hole Punch, Recycled","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile"
RE-19405,Ricardo Emerson,US,SanDisk Cruzer 64 GB USB Flash Drive,Adjustable Depth Letter/Legal Cart,Staples,Xerox 1968,Microsoft Natural Keyboard Elite
RE-19450,Richard Eichhorn,APAC,"Deflect-O Door Stop, Erganomic","SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Cisco Headset, with Caller ID"
RE-19450,Richard Eichhorn,EU,"Canon Personal Copier, High-Speed","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Logitech Keyboard, Programmable","Novimex Round Labels, Laser Printer Compatible"
RE-19450,Richard Eichhorn,LATAM,"Office Star Bag Chairs, Set of Two","Apple Speaker Phone, Cordless","Novimex Legal Exhibit Labels, 5000 Label Set","Samsung Headset, with Caller ID","Enermax Flash Drive, Bluetooth"
RE-19450,Richard Eichhorn,US,Revere Boxed Rubber Bands by Revere,Xerox 1943,Staples,GBC Recycled VeloBinder Covers,"Bevis Oval Conference Table, Walnut"
RE-9405,Ricardo Emerson,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
RE-9405,Ricardo Emerson,EMEA,"Avery Hole Reinforcements, Recycled","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Durable","HP Personal Copier, High-Speed"
RE-9450,Richard Eichhorn,Africa,"Nokia Speaker Phone, Cordless","Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","StarTech Card Printer, Wireless","Ibico Binding Machine, Recycled"
RE-9450,Richard Eichhorn,EMEA,"Sharp Fax and Copier, Digital","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Fluorescent","Belkin Keyboard, Erganomic"
RF-19345,Randy Ferguson,APAC,"SAFCO Steel Folding Chair, Red","Ibico Binder Covers, Recycled","Rubbermaid Photo Frame, Durable","Panasonic Phone, Red","Eldon Lockers, Blue"
RF-19345,Randy Ferguson,EU,"Ibico Binder, Clear","Cardinal Binding Machine, Economy","Binney & Smith Canvas, Easy-Erase","Enermax Mouse, Erganomic","Cardinal Binder Covers, Economy"
RF-19345,Randy Ferguson,LATAM,"Deflect-O Light Bulb, Black","Accos Paper Clips, Metal","Stockwell Clamps, Assorted Sizes","Stockwell Paper Clips, Bulk Pack","Cardinal Binder, Recycled"
RF-19345,Randy Ferguson,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,"Global Value Steno Chair, Gray",Revere Boxed Rubber Bands by Revere,Xerox 1959,"Bevis Oval Conference Table, Walnut"
RF-19735,Roland Fjeld,APAC,"Wilson Jones Index Tab, Recycled","SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Avery Index Tab, Clear","Kraft Business Envelopes, Set of 50"
RF-19735,Roland Fjeld,EU,"Memorex Router, Bluetooth","Smead Box, Single Width","Canon Personal Copier, High-Speed","Rogers Shelving, Blue","Binney & Smith Highlighters, Water Color"
RF-19735,Roland Fjeld,LATAM,"Nokia Smart Phone, Full Size","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal","Harbour Creations File Folder Labels, Alphabetical"
RF-19735,Roland Fjeld,US,Staples,Revere Boxed Rubber Bands by Revere,Mophie Juice Pack Helium for iPhone,Hon Non-Folding Utility Tables,White Computer Printout Paper by Universal
RF-19840,Roy Französisch,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Green Bar Cards & Envelopes, Multicolor","Fiskars Scissors, Steel","Harbour Creations Chairmat, Red"
RF-19840,Roy Französisch,EU,"Acco 3-Hole Punch, Durable","Canon Personal Copier, High-Speed","Ibico Index Tab, Clear","Ibico Binder, Clear","Motorola Audio Dock, VoIP"
RF-19840,Roy Französisch,LATAM,"Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Deflect-O Light Bulb, Black","Cardinal Binder, Recycled"
RF-19840,Roy Französisch,US,Mophie Juice Pack Helium for iPhone,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Fellowes PB200 Plastic Comb Binding Machine,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
RF-9345,Randy Ferguson,Africa,"Novimex Shipping Labels, Laser Printer Compatible","Memorex Keyboard, Erganomic","Stanley Pens, Easy-Erase","Sanford Sketch Pad, Blue","Rogers Lockers, Blue"
RF-9345,Randy Ferguson,Canada,"Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set","Binney & Smith Pencil Sharpener, Easy-Erase","Cardinal Binder Covers, Recycled","Sanford Canvas, Fluorescent"
RF-9345,Randy Ferguson,EMEA,"Avery Hole Reinforcements, Recycled","Konica Phone, Durable","Eldon Photo Frame, Erganomic","Rogers Trays, Wire Frame","Sanford Sketch Pad, Fluorescent"
RF-9735,Roland Fjeld,EMEA,"Rogers Trays, Wire Frame","Stanley Sketch Pad, Easy-Erase","Ibico Hole Reinforcements, Clear","SanDisk Keyboard, Programmable","HP Personal Copier, High-Speed"
RF-9840,Roy Französisch,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Novimex Legal Exhibit Labels, Laser Printer Compatible","Harbour Creations Legal Exhibit Labels, Laser Printer Compatible","Enermax Cards & Envelopes, Premium"
RF-9840,Roy Französisch,EMEA,"Sauder Corner Shelving, Mobile","Tenex Trays, Industrial","Stanley Markers, Fluorescent","Avery Shipping Labels, Laser Printer Compatible","SAFCO Bag Chairs, Set of Two"
RH-19495,Rick Hansen,APAC,"SAFCO Steel Folding Chair, Red","Enermax Mouse, Bluetooth","Novimex Chairmat, Set of Two","BIC Pens, Water Color","Elite Ruler, Serrated"
RH-19495,Rick Hansen,EU,"Rogers Shelving, Blue","Acco 3-Hole Punch, Durable","Canon Fax and Copier, Laser","Smead Box, Single Width","Binney & Smith Canvas, Easy-Erase"
RH-19495,Rick Hansen,LATAM,"Stockwell Paper Clips, Bulk Pack","Ibico Hole Reinforcements, Recycled","Accos Paper Clips, Metal","Tenex Clock, Duo Pack","Memorex Keyboard, Bluetooth"
RH-19495,Rick Hansen,US,Xerox 1959,GBC Recycled VeloBinder Covers,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Xerox 1982,Motorla HX550 Universal Bluetooth Headset
RH-19510,Rick Huthwaite,APAC,"Xerox Parchment Paper, Multicolor","Kleencut Shears, Steel","Wilson Jones Index Tab, Recycled","Konica Receipt Printer, Durable","SAFCO Steel Folding Chair, Red"
RH-19510,Rick Huthwaite,EU,"Canon Personal Copier, High-Speed","Stanley Pencil Sharpener, Fluorescent","Ibico Index Tab, Clear","Tenex Box, Industrial","BIC Canvas, Water Color"
